employee_id,department,job_level,location,hire_date,tenure_months,performance_rating,manager_id,status,is_active,exit_date,base_salary,band_min,band_mid,band_max,market_benchmark_salary,comp_to_market_ratio,band_penetration,last_merit_increase_pct,months_since_last_raise,attrition_flag,benchmark_imputed,salary_imputed,performance_imputed,salary_corrected
DF-100623,Finance,L2 - Mid,Hamburg,2021-11-03,50,5.0,DF-100536,Active,True,,72292.0,53603.0,65370.0,77137.0,65370.0,1.1059,0.7941,6.38,11,0,True,False,False,False
DF-100505,Data & Analytics,L1 - Junior,Lisbon,2022-03-05,46,3.0,DF-100627,Active,True,,46470.0,38731.0,47233.0,55735.0,42572.0,1.0916,0.4551,4.13,12,0,False,False,False,False
DF-100551,Sales,L3 - Senior,Lisbon,2021-02-03,59,3.0,DF-100248,Active,True,,80887.0,65737.0,80168.0,94598.0,76555.0,1.0566,0.5249,7.44,16,0,False,False,False,False
DF-100231,Sales,L3 - Senior,Berlin,2016-10-06,111,5.0,DF-100367,Terminated,False,2025-11-08,90124.0,77718.0,94778.0,111838.0,92708.0,0.9721,0.3636,0.84,16,1,False,False,False,False
DF-100405,Support,L4 - Lead,Munich,2021-03-05,58,5.0,DF-100103,Active,True,,106017.0,80089.0,97670.0,115251.0,94779.0,1.1186,0.7374,4.87,8,0,False,False,False,False
DF-100317,Finance,L2 - Mid,Lisbon,2023-03-05,34,4.0,DF-100096,Terminated,False,2025-02-19,50643.0,42481.0,51806.0,61132.0,51806.0,0.9776,0.4376,2.46,19,1,True,False,False,False
DF-100183,Operations,L2 - Mid,Munich,2021-11-03,50,3.0,DF-100356,Active,True,,62392.0,51306.0,62569.0,73831.0,62569.0,0.9972,0.4922,2.62,14,0,True,False,False,False
DF-100578,Support,L6 - Director,Remote-DE,2017-11-05,98,4.0,DF-100353,Terminated,False,2025-01-04,130839.0,106449.0,129816.0,153183.0,134816.0,0.9705,0.5219,3.14,13,1,False,False,False,False
DF-100576,Customer Success,L3 - Senior,London,2023-01-03,36,4.0,DF-100109,Active,True,,89286.0,77482.0,94491.0,111499.0,104321.0,0.8559,0.347,0.46,7,0,False,False,False,False
DF-100485,Support,L2 - Mid,Berlin,2021-07-05,54,2.0,DF-100343,Active,True,,50256.0,42544.0,51883.0,61222.0,56790.0,0.8849,0.4129,5.18,7,0,False,False,False,False
DF-100278,Customer Success,L1 - Junior,Munich,2025-01-02,12,2.0,DF-100388,Terminated,False,2025-08-31,46656.0,38552.0,47015.0,55477.0,45530.0,1.0247,0.4788,2.86,9,1,False,False,False,False
DF-100020,Operations,L1 - Junior,Remote-DE,2022-10-04,39,4.0,DF-100679,Terminated,False,2025-07-23,49110.0,34127.0,41618.0,49110.0,41882.0,1.1726,1.0,1.0,25,1,False,False,False,True
DF-100170,Product,L5 - Manager,Berlin,2024-05-03,20,3.0,DF-100030,Active,True,,167100.0,125952.0,153600.0,181248.0,147560.0,1.1324,0.7441,0.54,7,0,False,False,False,False
DF-100401,Operations,L1 - Junior,Hamburg,2025-01-02,12,3.0,DF-100156,Terminated,False,2025-09-22,39504.0,36332.0,44307.0,52282.0,41444.0,0.9532,0.1989,3.27,12,1,False,False,True,False
DF-100626,Customer Success,L4 - Lead,Berlin,2022-07-05,42,4.0,DF-100178,Active,True,,106003.0,83557.0,101898.0,120240.0,102001.0,1.0392,0.6119,1.6,22,0,False,False,False,False
DF-100176,Operations,L3 - Senior,Munich,2024-06-03,19,4.0,DF-100123,Active,True,,85540.0,70379.0,85828.0,101277.0,78847.0,1.0849,0.4907,4.39,6,0,False,False,False,False
DF-100327,Product,L2 - Mid,Remote-DE,2024-08-03,17,4.0,DF-100531,Terminated,False,2025-09-04,70958.0,64880.0,79122.0,93364.0,80248.0,0.8842,0.2134,6.89,13,1,False,False,False,False
DF-100198,Marketing,L1 - Junior,Munich,2025-07-03,6,3.0,DF-100154,Active,True,,57683.0,38968.0,47522.0,56076.0,48302.0,1.1942,1.0939,3.26,5,0,False,False,False,False
DF-100470,Product,L4 - Lead,Hamburg,2023-01-03,36,4.0,DF-100023,Active,True,,147573.0,109140.0,133097.0,157055.0,117428.0,1.2567,0.8021,4.2,9,0,False,False,False,False
DF-100581,Engineering,L5 - Manager,Munich,2023-09-03,28,3.0,DF-100052,Active,True,,187298.0,137155.0,167262.0,197370.0,171414.0,1.0927,0.8327,4.97,14,0,False,False,False,False
DF-100266,Support,L3 - Senior,London,2025-03-03,10,2.0,DF-100296,Active,True,,89067.0,67580.0,82415.0,97250.0,84012.0,1.0602,0.7242,5.94,5,0,False,False,False,False
DF-100492,Support,L1 - Junior,Berlin,2025-02-01,11,4.0,DF-100322,Active,True,,43756.0,31092.0,37918.0,44743.0,40959.0,1.0683,0.9277,3.66,5,0,False,False,False,False
DF-100130,Sales,L3 - Senior,Remote-DE,2021-06-04,55,3.0,DF-100248,Active,True,,103231.0,77457.0,94460.0,111463.0,94460.0,1.0929,0.7579,2.46,8,0,True,False,False,False
DF-100338,Sales,L3 - Senior,Hamburg,2021-11-03,50,3.0,DF-100034,Active,True,,95523.0,80205.0,97811.0,115417.0,96589.0,0.989,0.435,5.14,12,0,False,False,False,False
DF-100574,Engineering,L1 - Junior,Hamburg,2022-06-04,43,3.0,DF-100052,Active,True,,60868.0,50313.0,61358.0,72402.0,60487.0,1.0063,0.4778,10.4,17,0,False,False,False,False
DF-100489,Data & Analytics,L3 - Senior,Munich,2024-08-03,17,5.0,DF-100548,Active,True,,111019.0,88396.0,107800.0,127204.0,115282.0,0.963,0.5829,0.13,19,0,False,False,False,False
DF-100193,Customer Success,L2 - Mid,Hamburg,2024-03-04,22,5.0,DF-100349,Terminated,False,2025-05-12,63885.0,51385.0,62665.0,73945.0,72344.0,0.8831,0.5541,1.76,20,1,False,False,False,False
DF-100140,People/HR,L4 - Lead,Hamburg,2023-09-03,28,3.0,DF-100418,Terminated,False,2025-10-20,102433.0,84893.0,103528.0,122163.0,113412.0,0.9032,0.4706,5.3,9,1,False,False,False,False
DF-100416,Engineering,L2 - Mid,Munich,2018-06-06,91,3.0,DF-100188,Active,True,,88518.0,70054.0,85432.0,100810.0,96083.0,0.9213,0.6003,5.78,16,0,False,False,False,False
DF-100476,Sales,L3 - Senior,Remote-DE,2022-06-04,43,3.0,DF-100122,Active,True,,87453.0,74676.0,91068.0,107461.0,82552.0,1.0594,0.3897,3.33,10,0,False,False,False,False
DF-100152,Operations,L4 - Lead,Hamburg,2022-06-04,43,4.0,DF-100458,Active,True,,84006.0,82280.0,100342.0,118403.0,100342.0,0.8372,0.0478,1.2,12,0,True,False,False,False
DF-100607,Support,L2 - Mid,London,2023-12-03,25,5.0,DF-100255,Active,True,,56109.0,49258.0,60071.0,70884.0,61496.0,0.9124,0.3168,4.36,5,0,False,False,False,False
DF-100010,Sales,L2 - Mid,Munich,2022-10-04,39,2.0,DF-100615,Active,True,,74564.0,60701.0,74025.0,87350.0,71282.0,1.046,0.5202,1.49,23,0,False,False,False,False
DF-100269,Support,L2 - Mid,Munich,2023-05-05,32,3.0,DF-100041,Active,True,,66587.0,45628.0,55644.0,65660.0,50701.0,1.3133,1.0463,4.26,9,0,False,False,False,False
DF-100096,Finance,L6 - Director,Remote-DE,2025-04-03,9,3.0,DF-100536,Terminated,False,2025-09-07,159497.0,129358.0,157754.0,186149.0,184754.0,0.8633,0.5307,5.02,9,1,False,False,False,False
DF-100210,Finance,L1 - Junior,Berlin,2023-11-03,26,3.0,DF-100513,Active,True,,49448.0,38616.0,47093.0,55569.0,48300.0,1.0238,0.6389,1.46,27,0,False,False,False,False
DF-100672,Product,L1 - Junior,Hamburg,2021-12-04,49,2.0,DF-100257,Active,True,,57212.0,47862.0,58368.0,68875.0,58582.0,0.9766,0.445,1.4,21,0,False,False,False,False
DF-100569,People/HR,L1 - Junior,Lisbon,2023-11-03,26,4.0,DF-100436,Terminated,False,2025-11-14,37708.0,30283.0,36931.0,43579.0,38899.0,0.9694,0.5584,6.01,10,1,False,False,False,False
DF-100548,Data & Analytics,L5 - Manager,Munich,2022-10-04,39,4.0,DF-100545,Active,True,,144470.0,131248.0,160059.0,188869.0,143590.0,1.0061,0.2295,1.43,15,0,False,False,False,False
DF-100641,Marketing,L3 - Senior,Hamburg,2024-09-02,16,4.0,DF-100154,Active,True,,87699.0,68656.0,83727.0,98798.0,75166.0,1.1667,0.6318,2.68,12,0,False,False,False,False
DF-100532,Engineering,L2 - Mid,Remote-DE,2025-03-03,10,3.0,DF-100052,Active,True,,82646.0,65514.0,79895.0,94276.0,77754.0,1.0629,0.5956,0.42,8,0,False,False,False,False
DF-100643,Finance,L5 - Manager,Munich,2021-05-05,56,3.0,DF-100120,Active,True,,153594.0,112208.0,136839.0,161470.0,131088.0,1.1717,0.8401,2.71,22,0,False,False,False,False
DF-100332,People/HR,L2 - Mid,London,2018-04-06,93,4.0,DF-100129,Active,True,,60640.0,57531.0,70159.0,82788.0,62518.0,0.97,0.1231,3.65,10,0,False,False,False,False
DF-100075,Product,L5 - Manager,Munich,2025-08-02,5,4.0,DF-100479,Active,True,,148771.0,138178.0,168510.0,198842.0,168510.0,0.8829,0.1746,3.96,5,0,True,False,False,False
DF-100077,Operations,L2 - Mid,Remote-DE,2010-05-10,188,5.0,DF-100679,Active,True,,57670.0,46672.0,56918.0,67163.0,58374.0,0.9879,0.5367,6.14,9,0,False,False,False,False
DF-100263,Product,L1 - Junior,Hamburg,2025-02-01,11,3.0,DF-100526,Active,True,,53063.0,46629.0,56865.0,67100.0,54229.0,0.9785,0.3143,2.47,11,0,False,False,False,False
DF-100149,People/HR,L2 - Mid,Remote-DE,2025-05-03,8,3.0,DF-100564,Terminated,False,2025-10-26,48280.0,48280.0,58878.0,69476.0,61550.0,0.7844,0.0,6.54,7,1,False,False,False,False
DF-100632,Customer Success,L3 - Senior,Berlin,2024-07-03,18,3.0,DF-100388,Terminated,False,2025-10-26,70983.0,65219.0,79535.0,93852.0,87092.0,0.815,0.2013,5.72,8,1,False,False,False,False
DF-100514,Marketing,L1 - Junior,Remote-DE,2024-02-02,23,3.0,DF-100600,Active,True,,46877.0,36033.0,43942.0,51852.0,38755.0,1.2096,0.6855,0.0,16,0,False,False,False,False
DF-100638,Product,L2 - Mid,Remote-DE,2014-12-07,133,4.0,DF-100531,Active,True,,87625.0,62721.0,76489.0,90257.0,69840.0,1.2547,0.9044,7.05,15,0,False,False,False,False
DF-100469,Engineering,L1 - Junior,London,2024-03-04,22,4.0,DF-100558,Active,True,,69107.0,56593.0,69016.0,81439.0,62412.0,1.1073,0.5037,5.12,16,0,False,False,False,False
DF-100564,People/HR,L5 - Manager,Munich,2018-07-06,90,3.0,DF-100436,Active,True,,124888.0,101665.0,123981.0,146298.0,119838.0,1.0421,0.5203,0.0,18,0,False,False,False,False
DF-100461,Product,L2 - Mid,Remote-DE,2020-12-04,61,2.0,DF-100646,Active,True,,60092.0,60092.0,73282.0,86473.0,80322.0,0.7481,0.0,6.24,13,0,False,False,False,False
DF-100253,Data & Analytics,L3 - Senior,Hamburg,2023-05-05,32,4.0,DF-100442,Active,True,,105636.0,85804.0,104639.0,123474.0,104718.0,1.0088,0.5265,7.16,11,0,False,False,False,False
DF-100369,Sales,L2 - Mid,Berlin,2024-10-02,15,1.0,DF-100095,Terminated,False,2025-07-10,70709.0,58165.0,70933.0,83701.0,63766.0,1.1089,0.4912,3.07,13,1,False,False,False,False
DF-100321,Product,L2 - Mid,Hamburg,2025-06-03,7,3.0,DF-100257,Terminated,False,2025-09-26,78365.0,63999.0,78048.0,92096.0,76342.0,1.0265,0.5113,4.97,16,1,False,False,False,False
DF-100151,Operations,L2 - Mid,Remote-DE,2022-10-04,39,3.0,DF-100679,Active,True,,66169.0,48441.0,59075.0,69708.0,59075.0,1.1201,0.8336,2.8,15,0,True,False,False,False
DF-100302,Product,L3 - Senior,Lisbon,2021-05-05,56,2.0,DF-100498,Active,True,,80483.0,70776.0,86312.0,101848.0,93171.0,0.8638,0.3124,4.53,12,0,False,False,False,False
DF-100190,Sales,L3 - Senior,London,2023-02-02,35,2.0,DF-100095,Active,True,,114220.0,92431.0,112721.0,133011.0,119182.0,0.9584,0.5369,1.04,19,0,False,False,False,False
DF-100586,Sales,L1 - Junior,Lisbon,2023-03-05,34,3.0,DF-100122,Active,True,,48719.0,36015.0,43921.0,51827.0,40977.0,1.1889,0.8034,5.87,12,0,False,False,False,False
DF-100348,Product,L1 - Junior,London,2024-07-03,18,3.0,DF-100102,Terminated,False,2025-05-20,63920.0,53744.0,65542.0,77340.0,65542.0,0.9753,0.4313,7.32,15,1,True,False,False,False
DF-100243,Data & Analytics,L2 - Mid,Munich,2025-07-03,6,3.0,DF-100548,Active,True,,95373.0,67545.0,82372.0,97199.0,85305.0,1.118,0.9384,3.76,13,0,False,False,False,False
DF-100087,Marketing,L2 - Mid,Munich,2019-06-06,79,4.0,DF-100331,Terminated,False,2024-08-14,58676.0,54500.0,66464.0,78427.0,63151.0,0.9291,0.1745,1.68,27,1,False,False,False,False
DF-100619,Data & Analytics,L5 - Manager,Hamburg,2021-01-03,60,5.0,DF-100546,Active,True,,175871.0,122746.0,149690.0,176635.0,165896.0,1.0601,0.9858,6.96,12,0,False,False,False,False
DF-100418,People/HR,L5 - Manager,Munich,2022-04-04,45,3.0,DF-100436,Active,True,,146067.0,102764.0,125322.0,147880.0,128054.0,1.1407,0.9598,2.4,16,0,False,False,False,False
DF-100288,Product,L1 - Junior,Lisbon,2022-07-05,42,2.0,DF-100023,Active,True,,51013.0,39160.0,47756.0,56352.0,45600.0,1.1187,0.6894,2.36,10,0,False,False,False,False
DF-100166,Data & Analytics,L2 - Mid,London,2024-09-02,16,3.0,DF-100619,Active,True,,98642.0,74431.0,90769.0,107107.0,100673.0,0.9798,0.7409,4.31,18,0,False,False,False,False
DF-100595,People/HR,L1 - Junior,London,2015-10-07,123,3.0,DF-100026,Terminated,False,2025-12-06,55182.0,41609.0,50743.0,59876.0,52345.0,1.0542,0.743,3.92,22,1,False,False,False,False
DF-100636,Marketing,L1 - Junior,Remote-DE,2017-01-05,108,3.0,DF-100419,Terminated,False,2025-11-30,44697.0,36155.0,44091.0,52027.0,44091.0,1.0137,0.5382,2.29,22,1,True,False,False,False
DF-100155,Marketing,L2 - Mid,Berlin,2023-08-04,29,2.0,DF-100579,Active,True,,62483.0,49929.0,60889.0,71849.0,65257.0,0.9575,0.5727,5.48,0,0,False,False,False,False
DF-100356,Operations,L6 - Director,Lisbon,2025-05-03,8,3.0,DF-100490,Active,True,,130487.0,100493.0,122552.0,144611.0,122552.0,1.0647,0.6799,9.09,0,0,True,False,False,False
DF-100381,Finance,L3 - Senior,London,2022-05-05,44,4.0,DF-100536,Active,True,,88928.0,81746.0,99690.0,117634.0,96125.0,0.9251,0.2001,2.63,1,0,False,False,False,False
DF-100279,Marketing,L3 - Senior,London,2022-09-03,40,4.0,DF-100600,Active,True,,93647.0,79104.0,96468.0,113832.0,96468.0,0.9708,0.4188,1.0,26,0,True,False,False,False
DF-100126,Customer Success,L4 - Lead,Lisbon,2023-08-04,29,2.0,DF-100626,Terminated,False,2025-03-22,73298.0,73298.0,89387.0,105477.0,87401.0,0.8386,0.0,6.7,14,1,False,False,False,False
DF-100022,Sales,L3 - Senior,Lisbon,2024-12-02,13,4.0,DF-100122,Active,True,,93583.0,63179.0,77047.0,90916.0,70104.0,1.3349,1.0962,0.74,30,0,False,False,False,False
DF-100616,Data & Analytics,L1 - Junior,Munich,2025-07-03,6,3.0,DF-100147,Active,True,,59484.0,49850.0,60792.0,71735.0,68586.0,0.8673,0.4402,3.54,5,0,False,False,False,False
DF-100282,Product,L1 - Junior,Remote-DE,2021-11-03,50,3.0,DF-100102,Active,True,,53009.0,46547.0,56765.0,66983.0,64765.0,0.8185,0.3162,5.76,10,0,False,False,False,False
DF-100471,People/HR,L2 - Mid,London,2024-05-03,20,3.0,DF-100418,Active,True,,76501.0,58810.0,71719.0,84629.0,67323.0,1.1363,0.6852,0.0,10,0,False,False,False,False
DF-100367,Sales,L4 - Lead,London,2025-03-03,10,5.0,DF-100095,Active,True,,144485.0,116190.0,141695.0,167200.0,145283.0,0.9945,0.5547,2.27,4,0,False,False,False,False
DF-100025,Data & Analytics,L1 - Junior,Remote-DE,2020-01-05,72,4.0,DF-100613,Active,True,,50579.0,44931.0,54794.0,64657.0,50527.0,1.001,0.2863,0.71,16,0,False,False,False,False
DF-100196,People/HR,L1 - Junior,Hamburg,2024-03-04,22,5.0,DF-100072,Active,True,,46412.0,35625.0,43445.0,51265.0,43445.0,1.0683,0.6897,2.19,21,0,True,False,False,False
DF-100064,Engineering,L2 - Mid,Berlin,2023-05-05,32,3.0,DF-100188,Active,True,,80608.0,67773.0,82650.0,97527.0,76686.0,1.0511,0.4314,2.38,8,0,False,False,False,False
DF-100015,Finance,L2 - Mid,Lisbon,2024-06-03,19,5.0,DF-100150,Active,True,,53676.0,44720.0,54537.0,64353.0,54381.0,0.987,0.4562,1.75,11,0,False,False,False,False
DF-100466,Sales,L1 - Junior,Munich,2018-07-06,90,3.0,DF-100122,Active,True,,48786.0,44600.0,54390.0,64180.0,51048.0,0.9557,0.2138,4.27,13,0,False,False,False,False
DF-100297,Sales,L2 - Mid,Lisbon,2024-03-04,22,4.0,DF-100095,Active,True,,60172.0,47750.0,58232.0,68713.0,64802.0,0.9286,0.5926,4.12,0,0,False,False,False,False
DF-100621,Marketing,L4 - Lead,Remote-DE,2025-01-02,12,3.0,DF-100579,Active,True,,117586.0,86366.0,105325.0,124283.0,105092.0,1.1189,0.8234,1.99,9,0,False,False,False,False
DF-100336,Customer Success,L2 - Mid,Remote-DE,2022-09-03,40,4.0,DF-100349,Active,True,,57629.0,49492.0,60357.0,71221.0,55920.0,1.0306,0.3745,9.45,16,0,False,False,False,False
DF-100026,People/HR,L6 - Director,London,2023-06-04,31,3.0,DF-100418,Active,True,,176419.0,143902.0,175491.0,207079.0,171902.0,1.0263,0.5147,7.14,14,0,False,False,False,False
DF-100588,Customer Success,L1 - Junior,Munich,2023-05-05,32,5.0,DF-100109,Terminated,False,2025-11-06,39765.0,39765.0,48494.0,57223.0,49189.0,0.8084,0.0,0.77,19,1,False,False,False,False
DF-100043,Support,L2 - Mid,Remote-DE,2023-12-03,25,3.0,DF-100373,Terminated,False,2025-07-31,51341.0,41328.0,50400.0,59472.0,52584.0,0.9764,0.5519,4.21,7,1,False,False,False,False
DF-100497,Operations,L1 - Junior,Remote-DE,2022-07-05,42,3.0,DF-100679,Terminated,False,2025-11-24,38482.0,33548.0,40912.0,48277.0,40694.0,0.9456,0.335,1.54,13,1,False,False,False,False
DF-100515,Sales,L3 - Senior,Hamburg,2025-11-02,2,4.0,DF-100034,Active,True,,100079.0,74975.0,91433.0,107892.0,91378.0,1.0952,0.7626,4.93,2,0,False,False,False,False
DF-100650,Marketing,L3 - Senior,Hamburg,2021-12-04,49,5.0,DF-100079,Active,True,,94756.0,69073.0,84235.0,99397.0,76396.0,1.2403,0.847,3.93,12,0,False,False,False,False
DF-100561,Marketing,L1 - Junior,London,2025-05-03,8,3.0,DF-100175,Terminated,False,2025-12-11,53188.0,42879.0,52291.0,61704.0,55556.0,0.9574,0.5476,2.08,7,1,False,False,False,False
DF-100454,Operations,L2 - Mid,London,2022-07-05,42,5.0,DF-100156,Terminated,False,2025-03-01,60175.0,55555.0,67751.0,79946.0,66173.0,0.9094,0.1894,6.18,5,1,False,False,False,False
DF-100387,Engineering,L1 - Junior,Munich,2024-09-02,16,4.0,DF-100132,Terminated,False,2025-05-22,66964.0,51579.0,62901.0,74223.0,63038.0,1.0623,0.6794,4.64,9,1,False,False,False,False
DF-100071,Product,L1 - Junior,Remote-DE,2023-05-05,32,2.0,DF-100531,Active,True,,56074.0,45703.0,55735.0,65767.0,50653.0,1.107,0.5169,2.4,24,0,False,False,False,False
DF-100542,People/HR,L2 - Mid,Hamburg,2021-11-03,50,3.0,DF-100564,Active,True,,58938.0,48837.0,59558.0,70278.0,63292.0,0.9312,0.4711,2.82,17,0,False,False,False,False
DF-100456,Product,L2 - Mid,Berlin,2023-05-05,32,3.0,DF-100352,Active,True,,83256.0,63016.0,76848.0,90681.0,76848.0,1.0834,0.7316,5.06,9,0,True,False,True,False
DF-100633,Support,L3 - Senior,Remote-DE,2016-03-07,118,4.0,DF-100373,Terminated,False,2024-07-12,64346.0,56118.0,68436.0,80755.0,71718.0,0.8972,0.334,3.73,8,1,False,False,False,False
DF-100431,Operations,L3 - Senior,Hamburg,2023-12-03,25,2.0,DF-100156,Active,True,,91187.0,64186.0,78276.0,92365.0,83035.0,1.0982,0.9582,0.0,14,0,False,False,False,False
DF-100627,Data & Analytics,L5 - Manager,Hamburg,2019-10-05,75,4.0,DF-100619,Active,True,,162108.0,124963.0,152394.0,179825.0,149203.0,1.0865,0.6771,1.66,25,0,False,False,False,False
DF-100264,Data & Analytics,L2 - Mid,Munich,2020-03-05,70,4.0,DF-100036,Active,True,,77561.0,66334.0,80896.0,95457.0,81129.0,0.956,0.3855,5.29,6,0,False,False,False,False
DF-100209,Engineering,L1 - Junior,Lisbon,2024-03-04,22,2.0,DF-100581,Active,True,,44445.0,38115.0,46482.0,54848.0,47683.0,0.9321,0.3783,6.78,14,0,False,False,False,False
DF-100316,Sales,L2 - Mid,Berlin,2019-03-07,82,3.0,DF-100367,Active,True,,84259.0,60750.0,74085.0,87420.0,64252.0,1.3114,0.8815,3.59,4,0,False,False,False,False
DF-100513,Finance,L4 - Lead,Remote-DE,2019-02-04,83,4.0,DF-100120,Active,True,,101861.0,89791.0,109501.0,129211.0,104265.0,0.9769,0.3062,3.99,11,0,False,False,False,False
DF-100313,Marketing,L6 - Director,Lisbon,2022-01-03,48,4.0,DF-100154,Active,True,,129038.0,104680.0,127659.0,150637.0,116227.0,1.1102,0.53,3.63,14,0,False,False,False,False
DF-100534,Data & Analytics,L3 - Senior,Hamburg,2022-03-05,46,3.0,DF-100442,Active,True,,99738.0,84157.0,102631.0,121104.0,102549.0,0.9726,0.4217,6.12,18,0,False,False,False,False
DF-100319,Data & Analytics,L3 - Senior,Munich,2019-08-06,77,3.0,DF-100442,Active,True,,115033.0,88992.0,108527.0,128062.0,106677.0,1.0783,0.6665,4.52,6,0,False,False,False,False
DF-100007,Finance,L3 - Senior,Berlin,2023-12-03,25,3.0,DF-100150,Terminated,False,2025-06-19,81221.0,71363.0,87028.0,102693.0,84816.0,0.9576,0.3147,3.26,16,1,False,False,False,False
DF-100393,Customer Success,L3 - Senior,Lisbon,2016-06-06,115,3.0,DF-100109,Active,True,,68568.0,56224.0,68566.0,80908.0,68566.0,1.0,0.5001,4.85,0,0,True,False,False,False
DF-100141,Data & Analytics,L1 - Junior,Lisbon,2024-07-03,18,5.0,DF-100147,Terminated,False,2025-10-16,39711.0,37806.0,46105.0,54404.0,44077.0,0.9009,0.1148,3.91,18,1,False,False,False,False
DF-100086,Engineering,L1 - Junior,Lisbon,2022-08-04,41,4.0,DF-100188,Active,True,,52549.0,41059.0,50072.0,59085.0,54279.0,0.9681,0.6374,0.0,16,0,False,False,False,False
DF-100478,Marketing,L3 - Senior,Remote-DE,2024-04-03,21,2.0,DF-100419,Active,True,,86733.0,65400.0,79756.0,94112.0,70899.0,1.2233,0.743,3.72,10,0,False,False,False,False
DF-100503,Sales,L1 - Junior,Berlin,2023-02-02,35,3.0,DF-100034,Active,True,,44006.0,40542.0,49441.0,58340.0,46871.0,0.9389,0.1946,1.75,10,0,False,False,False,False
DF-100215,Engineering,L1 - Junior,Berlin,2023-09-03,28,4.0,DF-100523,Active,True,,62355.0,47364.0,57761.0,68158.0,53311.0,1.1696,0.7209,1.4,23,0,False,False,False,False
DF-100580,People/HR,L1 - Junior,Berlin,2022-06-04,43,4.0,DF-100564,Terminated,False,2025-05-25,34919.0,34221.0,41733.0,49245.0,36370.0,0.9601,0.0465,1.7,21,1,False,False,False,False
DF-100562,People/HR,L3 - Senior,Lisbon,2020-11-04,62,5.0,DF-100658,Active,True,,80082.0,54824.0,66859.0,78894.0,66658.0,1.2014,1.0494,2.84,10,0,False,False,False,False
DF-100398,Finance,L2 - Mid,Berlin,2022-07-05,42,3.0,DF-100536,Active,True,,76731.0,52563.0,64101.0,75639.0,64101.0,1.197,1.0473,0.0,10,0,True,False,False,False
DF-100490,Operations,L4 - Lead,Munich,2022-08-04,41,3.0,DF-100182,Active,True,,126710.0,87028.0,106131.0,125235.0,103725.0,1.2216,1.0386,7.83,10,0,False,False,False,False
DF-100252,Finance,L3 - Senior,Remote-DE,2021-12-04,49,3.0,DF-100194,Active,True,,80574.0,69047.0,84203.0,99360.0,99733.0,0.8079,0.3803,2.18,16,0,False,False,False,False
DF-100468,Product,L2 - Mid,Hamburg,2023-06-04,31,3.0,DF-100498,Active,True,,68075.0,65166.0,79471.0,93776.0,77646.0,0.8767,0.1017,2.06,22,0,False,False,False,False
DF-100357,Product,L3 - Senior,Hamburg,2025-03-03,10,4.0,DF-100102,Active,True,,131883.0,88934.0,108457.0,127979.0,104845.0,1.2579,1.1,3.57,8,0,False,False,False,False
DF-100254,Operations,L3 - Senior,Berlin,2021-12-04,49,3.0,DF-100002,Active,True,,83108.0,64505.0,78665.0,92824.0,77247.0,1.0759,0.6569,6.14,12,0,False,False,False,False
DF-100276,Data & Analytics,L5 - Manager,London,2022-06-04,43,3.0,DF-100442,Active,True,,186206.0,144367.0,176058.0,207748.0,176058.0,1.0576,0.6601,4.48,16,0,True,False,False,False
DF-100178,Customer Success,L4 - Lead,Berlin,2022-12-04,37,4.0,DF-100035,Active,True,,98826.0,83446.0,101764.0,120081.0,97589.0,1.0127,0.4198,3.73,12,0,False,False,False,False
DF-100281,Engineering,L1 - Junior,Lisbon,2022-12-04,37,2.0,DF-100132,Terminated,False,2025-05-25,44081.0,40941.0,49927.0,58914.0,46763.0,0.9426,0.1747,1.15,21,1,False,False,False,False
DF-100390,Engineering,L2 - Mid,Munich,2022-05-05,44,3.0,DF-100558,Active,True,,88120.0,69494.0,84749.0,100004.0,95689.0,0.9209,0.6105,3.72,18,0,False,False,False,False
DF-100508,Data & Analytics,L3 - Senior,Lisbon,2025-03-03,10,5.0,DF-100276,Active,True,,89827.0,70166.0,85568.0,100970.0,82099.0,1.0941,0.6383,9.18,12,0,False,False,False,False
DF-100583,Customer Success,L1 - Junior,Hamburg,2018-07-06,90,3.0,DF-100184,Terminated,False,2025-04-13,42387.0,38672.0,47161.0,55650.0,47161.0,0.8988,0.2188,1.32,26,1,True,False,False,False
DF-100129,People/HR,L5 - Manager,Hamburg,2020-10-04,63,3.0,DF-100418,Active,True,,142955.0,96401.0,117562.0,138723.0,125754.0,1.1368,1.1,3.78,12,0,False,False,False,False
DF-100144,Engineering,L2 - Mid,Remote-DE,2024-02-02,23,4.0,DF-100558,Active,True,,82660.0,61899.0,75487.0,89074.0,70282.0,1.1761,0.764,3.85,5,0,False,False,False,False
DF-100645,Marketing,L1 - Junior,Munich,2022-12-04,37,3.0,DF-100600,Active,True,,55140.0,37572.0,45819.0,54066.0,44455.0,1.2404,1.0651,4.75,18,0,False,False,False,False
DF-100072,People/HR,L4 - Lead,Berlin,2025-02-01,11,1.0,DF-100658,Active,True,,97289.0,81010.0,98793.0,116576.0,98793.0,0.9848,0.4577,0.63,13,0,True,False,False,False
DF-100235,Sales,L4 - Lead,Remote-DE,2016-02-06,119,3.0,DF-100615,Active,True,,126491.0,97583.0,119004.0,140425.0,112063.0,1.1287,0.6748,0.98,18,0,False,False,False,False
DF-100037,Operations,L3 - Senior,Munich,2025-03-03,10,4.0,DF-100114,Active,True,,89902.0,68031.0,82965.0,97898.0,71390.0,1.2593,0.7323,2.84,0,0,False,False,False,False
